n,m,fidelity_avg
1572,1,0.7475
1573,1,0.746
1574,1,0.745
1575,1,0.7455
1576,1,0.7455
1577,1,0.7485
1578,1,0.7485
1579,1,0.748
1580,1,0.746
1581,1,0.7455
1582,1,0.7445
1583,1,0.743
1584,1,0.742
1585,1,0.7465
1586,1,0.7455
1587,1,0.7475
1588,1,0.7465
1589,1,0.7455
1590,1,0.746
1591,1,0.7455
1592,1,0.7455
1593,1,0.7435
1594,1,0.7415
1595,1,0.7435
1596,1,0.742
1597,1,0.7435
1598,1,0.744
1599,1,0.744
1600,1,0.7425
1601,1,0.7425
1602,1,0.7435
1603,1,0.7435
1604,1,0.7435
1605,1,0.743
1606,1,0.743
1607,1,0.743
1608,1,0.743
1609,1,0.7445
1610,1,0.744
1611,1,0.7475
1612,1,0.745
1613,1,0.749
1614,1,0.75
1615,1,0.751
1616,1,0.7505
1617,1,0.7515
1618,1,0.7505
1619,1,0.7485
1620,1,0.7485
1621,1,0.7495
1622,1,0.7495
1623,1,0.7525
1624,1,0.751
1625,1,0.7505
1626,1,0.749
1627,1,0.748
1628,1,0.7475
1629,1,0.7475
1630,1,0.748
1631,1,0.747
1632,1,0.746
1633,1,0.749
1634,1,0.749
1635,1,0.7485
1636,1,0.75
1637,1,0.749
1638,1,0.7465
1639,1,0.747
1640,1,0.748
1641,1,0.7475
1642,1,0.748
1643,1,0.7515
1644,1,0.748
1645,1,0.747
1646,1,0.747
1647,1,0.747
1648,1,0.7495
1649,1,0.7505
1650,1,0.747
1651,1,0.747
1652,1,0.7485
1653,1,0.7495
1654,1,0.75
1655,1,0.7505
1656,1,0.751
1657,1,0.751
1658,1,0.7515
1659,1,0.7515
1660,1,0.7495
1661,1,0.751
1662,1,0.751
1663,1,0.7505
1664,1,0.7505
1665,1,0.7505
1666,1,0.751
1667,1,0.75
1668,1,0.7515
1669,1,0.748
1670,1,0.747
1671,1,0.749
1672,1,0.7485
1673,1,0.7495
1674,1,0.747
1675,1,0.751
1676,1,0.7495
1677,1,0.75
1678,1,0.7475
1679,1,0.749
1680,1,0.75
1681,1,0.748
1682,1,0.7505
1683,1,0.7505
1684,1,0.7485
1685,1,0.7515
1686,1,0.7495
1687,1,0.752
1688,1,0.754
1689,1,0.7535
1690,1,0.7505
1691,1,0.747
1692,1,0.7475
1693,1,0.75
1694,1,0.752
1695,1,0.75
1696,1,0.748
1697,1,0.747
1698,1,0.749
1699,1,0.748
1700,1,0.747
1701,1,0.749
1702,1,0.7505
1703,1,0.7495
1704,1,0.749
1705,1,0.7485
1706,1,0.7465
1707,1,0.75
1708,1,0.7465
1709,1,0.746
1710,1,0.7495
1711,1,0.75
1712,1,0.752
1713,1,0.7525
1714,1,0.7515
1715,1,0.75
1716,1,0.752
1717,1,0.7515
1718,1,0.7495
1719,1,0.7485
1720,1,0.749
1721,1,0.7485
1722,1,0.7495
1723,1,0.7515
1724,1,0.7505
1725,1,0.749
1726,1,0.7515
1727,1,0.7495
1728,1,0.75
1729,1,0.7495
1730,1,0.753
1731,1,0.7525
1732,1,0.7525
1733,1,0.7525
1734,1,0.7515
1735,1,0.752
1736,1,0.747
1737,1,0.7485
1738,1,0.7515
1739,1,0.749
1740,1,0.75
1741,1,0.7505
1742,1,0.7495
1743,1,0.751
1744,1,0.752
1745,1,0.7525
1746,1,0.753
1747,1,0.7515
1748,1,0.7505
1749,1,0.751
1750,1,0.7505
1751,1,0.7515
1752,1,0.752
1753,1,0.753
1754,1,0.753
1755,1,0.7535
1756,1,0.7545
1757,1,0.7545
1758,1,0.754
1759,1,0.7555
1760,1,0.7545
1761,1,0.753
1762,1,0.7545
1763,1,0.755
1764,1,0.7545
1765,1,0.753
1766,1,0.7535
1767,1,0.753
1768,1,0.7525
1769,1,0.7525
1770,1,0.751
1771,1,0.751
1772,1,0.7495
1773,1,0.7475
1774,1,0.747
1775,1,0.7485
1776,1,0.75
1777,1,0.7515
1778,1,0.751
1779,1,0.754
1780,1,0.753
1781,1,0.751
1782,1,0.7495
1783,1,0.7535
1784,1,0.7575
1785,1,0.754
1786,1,0.7555
1787,1,0.7555
1788,1,0.755
1789,1,0.755
1790,1,0.755
1791,1,0.756
1792,1,0.7565
1793,1,0.7535
1794,1,0.755
1795,1,0.751
1796,1,0.755
1797,1,0.755
1798,1,0.759
1799,1,0.758
1800,1,0.7575
1801,1,0.7555
1802,1,0.7585
1803,1,0.7585
1804,1,0.7575
1805,1,0.758
1806,1,0.7545
1807,1,0.756
1808,1,0.757
1809,1,0.7575
1810,1,0.7555
1811,1,0.7545
1812,1,0.756
1813,1,0.7595
1814,1,0.757
1815,1,0.756
1816,1,0.7585
1817,1,0.7575
1818,1,0.757
1819,1,0.756
1820,1,0.7545
1821,1,0.753
1822,1,0.752
1823,1,0.751
1824,1,0.7535
1825,1,0.75
1826,1,0.7545
1827,1,0.757
1828,1,0.756
1829,1,0.755
1830,1,0.7545
1831,1,0.7515
1832,1,0.7505
1833,1,0.7525
1834,1,0.751
1835,1,0.7535
1836,1,0.7535
1837,1,0.7535
1838,1,0.751
1839,1,0.75
1840,1,0.7515
1841,1,0.751
1842,1,0.7505
1843,1,0.751
1844,1,0.75
1845,1,0.7525
1846,1,0.7505
1847,1,0.7515
1848,1,0.7495
1849,1,0.748
1850,1,0.7475
1851,1,0.748
1852,1,0.749
1853,1,0.749
1854,1,0.7475
1855,1,0.7485
1856,1,0.7485
1857,1,0.749
1858,1,0.751
1859,1,0.7505
1860,1,0.751
1861,1,0.752
1862,1,0.751
1863,1,0.751
1864,1,0.7495
1865,1,0.75
1866,1,0.751
1867,1,0.752
1868,1,0.751
1869,1,0.7515
1870,1,0.7495
1871,1,0.748
1872,1,0.7495
1873,1,0.7525
1874,1,0.75
1875,1,0.752
1876,1,0.7535
1877,1,0.7525
1878,1,0.753
1879,1,0.7545
1880,1,0.7535
1881,1,0.754
1882,1,0.7585
1883,1,0.76
1884,1,0.7555
1885,1,0.7555
1886,1,0.757
1887,1,0.756
1888,1,0.755
1889,1,0.758
1890,1,0.756
1891,1,0.7565
1892,1,0.756
1893,1,0.755
1894,1,0.7525
1895,1,0.753
1896,1,0.753
1897,1,0.7535
1898,1,0.7505
1899,1,0.7525
1900,1,0.7555
1901,1,0.754
1902,1,0.7545
1903,1,0.755
1904,1,0.7515
1905,1,0.755
1906,1,0.756
1907,1,0.755
1908,1,0.7535
1909,1,0.7535
1910,1,0.752
1911,1,0.7495
1912,1,0.7525
1913,1,0.7525
1914,1,0.753
1915,1,0.7545
1916,1,0.7555
1917,1,0.756
1918,1,0.757
1919,1,0.7555
1920,1,0.7575
1921,1,0.756
1922,1,0.756
1923,1,0.756
1924,1,0.755
1925,1,0.756
1926,1,0.756
1927,1,0.754
1928,1,0.755
1929,1,0.7535
1930,1,0.757
1931,1,0.754
1932,1,0.756
1933,1,0.7565
1934,1,0.754
1935,1,0.7525
1936,1,0.754
1937,1,0.7545
1938,1,0.755
1939,1,0.753
1940,1,0.755
1941,1,0.7525
1942,1,0.755
1943,1,0.7565
1944,1,0.7545
1945,1,0.754
1946,1,0.7535
1947,1,0.753
1948,1,0.7535
1949,1,0.755
1950,1,0.7585
1951,1,0.755
1952,1,0.7545
1953,1,0.754
1954,1,0.7535
1955,1,0.7515
1956,1,0.75
1957,1,0.75
1958,1,0.7515
1959,1,0.752
1960,1,0.7525
1961,1,0.7525
1962,1,0.75
1963,1,0.751
1964,1,0.751
1965,1,0.7495
1966,1,0.7495
1967,1,0.7485
1968,1,0.745
1969,1,0.745
1970,1,0.7445
1971,1,0.7475
1972,1,0.7465
1973,1,0.7455
1974,1,0.746
1975,1,0.746
1976,1,0.7485
1977,1,0.748
1978,1,0.745
1979,1,0.746
1980,1,0.7445
1981,1,0.7485
1982,1,0.7455
1983,1,0.748
1984,1,0.7485
1985,1,0.751
1986,1,0.753
1987,1,0.754
1988,1,0.7495
1989,1,0.7515
1990,1,0.753
1991,1,0.751
1992,1,0.7515
1993,1,0.75
1994,1,0.7535
1995,1,0.7515
1996,1,0.7515
1997,1,0.752
1998,1,0.7515
1999,1,0.751
2000,1,0.75
2001,1,0.7505
2002,1,0.749
2003,1,0.75
2004,1,0.7505
2005,1,0.7495
2006,1,0.749
2007,1,0.75
2008,1,0.7495
2009,1,0.749
2010,1,0.751
2011,1,0.7525
2012,1,0.7525
2013,1,0.751
2014,1,0.754
2015,1,0.753
2016,1,0.7535
2017,1,0.7525
2018,1,0.758
2019,1,0.758
2020,1,0.7575
2021,1,0.756
2022,1,0.7535
2023,1,0.7535
2024,1,0.755
2025,1,0.7535
2026,1,0.753
2027,1,0.7555
2028,1,0.7565
2029,1,0.758
2030,1,0.7565
2031,1,0.757
2032,1,0.759
2033,1,0.758
2034,1,0.758
2035,1,0.7575
2036,1,0.757
2037,1,0.755
2038,1,0.757
2039,1,0.7575
2040,1,0.7565
2041,1,0.754
2042,1,0.755
2043,1,0.755
2044,1,0.7585
2045,1,0.759
2046,1,0.7565
2047,1,0.7565
2048,1,0.7555
2049,1,0.7555
2050,1,0.756
2051,1,0.7575
2052,1,0.7575
2053,1,0.7565
2054,1,0.757
2055,1,0.7565
2056,1,0.754
2057,1,0.757
2058,1,0.755
2059,1,0.756
2060,1,0.7565
2061,1,0.755
2062,1,0.7565
2063,1,0.7565
2064,1,0.756
2065,1,0.7565
2066,1,0.76
2067,1,0.758
2068,1,0.759
2069,1,0.759
2070,1,0.758
2071,1,0.7605
2072,1,0.76
2073,1,0.76
2074,1,0.76
2075,1,0.76
2076,1,0.7605
2077,1,0.758
2078,1,0.76
2079,1,0.7585
2080,1,0.758
2081,1,0.757
2082,1,0.758
2083,1,0.7575
2084,1,0.756
2085,1,0.758
2086,1,0.7585
2087,1,0.755
2088,1,0.7555
2089,1,0.757
2090,1,0.7585
2091,1,0.757
2092,1,0.755
2093,1,0.7555
2094,1,0.7555
2095,1,0.7545
2096,1,0.7555
2097,1,0.7575
2098,1,0.755
2099,1,0.757
2100,1,0.758
2101,1,0.7565
2102,1,0.7565
2103,1,0.757
2104,1,0.755
2105,1,0.758
2106,1,0.757
2107,1,0.7575
2108,1,0.754
2109,1,0.757
2110,1,0.757
2111,1,0.758
2112,1,0.759
2113,1,0.7615
2114,1,0.7575
2115,1,0.7565
2116,1,0.757
2117,1,0.7545
2118,1,0.755
2119,1,0.7545
2120,1,0.753
2121,1,0.7535
2122,1,0.7555
2123,1,0.755
2124,1,0.754
2125,1,0.754
2126,1,0.7525
2127,1,0.753
2128,1,0.753
2129,1,0.754
2130,1,0.7545
2131,1,0.755
2132,1,0.7545
2133,1,0.7535
2134,1,0.7545
2135,1,0.756
2136,1,0.7575
2137,1,0.757
2138,1,0.7595
2139,1,0.7575
2140,1,0.7585
2141,1,0.756
2142,1,0.757
2143,1,0.7585
2144,1,0.7575
2145,1,0.7595
2146,1,0.76
2147,1,0.758
2148,1,0.759
2149,1,0.762
2150,1,0.759
2151,1,0.7565
2152,1,0.756
2153,1,0.757
2154,1,0.7585
2155,1,0.7585
2156,1,0.758
2157,1,0.7585
2158,1,0.758
2159,1,0.7575
2160,1,0.758
2161,1,0.7555
2162,1,0.757
2163,1,0.7555
2164,1,0.757
2165,1,0.7555
2166,1,0.752
2167,1,0.752
2168,1,0.7565
2169,1,0.7555
2170,1,0.754
2171,1,0.756
2172,1,0.753
2173,1,0.7515
2174,1,0.7535
2175,1,0.752
2176,1,0.7525
2177,1,0.7535
2178,1,0.755
2179,1,0.755
2180,1,0.7555
2181,1,0.7545
2182,1,0.753
2183,1,0.753
2184,1,0.7535
2185,1,0.756
2186,1,0.756
2187,1,0.7575
2188,1,0.759
2189,1,0.76
2190,1,0.7605
2191,1,0.759
2192,1,0.7565
2193,1,0.7585
2194,1,0.7575
2195,1,0.759
2196,1,0.759
2197,1,0.759
2198,1,0.7595
2199,1,0.7595
2200,1,0.759
2201,1,0.7585
2202,1,0.759
2203,1,0.757
2204,1,0.757
2205,1,0.756
2206,1,0.757
2207,1,0.7585
2208,1,0.756
2209,1,0.7555
2210,1,0.754
2211,1,0.7515
2212,1,0.752
2213,1,0.7535
2214,1,0.7535
2215,1,0.75
2216,1,0.7515
2217,1,0.752
2218,1,0.7525
2219,1,0.751
2220,1,0.7515
2221,1,0.7505
2222,1,0.75
2223,1,0.7515
2224,1,0.7515
2225,1,0.751
2226,1,0.7525
2227,1,0.751
2228,1,0.749
2229,1,0.75
2230,1,0.75
2231,1,0.7495
2232,1,0.7505
2233,1,0.751
2234,1,0.7515
2235,1,0.7495
2236,1,0.7495
2237,1,0.752
2238,1,0.7505
2239,1,0.751
2240,1,0.7495
2241,1,0.751
2242,1,0.753
2243,1,0.753
2244,1,0.7525
2245,1,0.7535
2246,1,0.753
2247,1,0.752
2248,1,0.752
2249,1,0.7505
2250,1,0.75
2251,1,0.752
2252,1,0.751
2253,1,0.7525
2254,1,0.7535
2255,1,0.7515
2256,1,0.752
2257,1,0.7535
2258,1,0.7515
2259,1,0.751
2260,1,0.75
2261,1,0.7525
2262,1,0.7535
2263,1,0.7525
2264,1,0.7545
2265,1,0.7545
2266,1,0.756
2267,1,0.756
2268,1,0.757
2269,1,0.756
2270,1,0.7565
2271,1,0.7565
2272,1,0.7555
2273,1,0.755
2274,1,0.7545
2275,1,0.7555
2276,1,0.7535
2277,1,0.7535
2278,1,0.7545
2279,1,0.7545
2280,1,0.7545
2281,1,0.7515
2282,1,0.752
2283,1,0.752
2284,1,0.753
2285,1,0.7535
2286,1,0.752
2287,1,0.752
2288,1,0.753
2289,1,0.7535
2290,1,0.7525
2291,1,0.752
2292,1,0.754
2293,1,0.7565
2294,1,0.754
2295,1,0.756
2296,1,0.755
2297,1,0.7545
2298,1,0.7565
2299,1,0.759
2300,1,0.759
2301,1,0.7565
2302,1,0.757
2303,1,0.7555
2304,1,0.755
2305,1,0.7555
2306,1,0.753
2307,1,0.753
2308,1,0.753
2309,1,0.7525
2310,1,0.7505
2311,1,0.751
2312,1,0.7515
2313,1,0.7515
2314,1,0.753
2315,1,0.752
2316,1,0.753
2317,1,0.751
2318,1,0.7525
2319,1,0.7565
2320,1,0.7535
2321,1,0.755
2322,1,0.7535
2323,1,0.753
2324,1,0.7545
2325,1,0.7545
2326,1,0.7565
2327,1,0.7575
2328,1,0.7565
2329,1,0.7545
2330,1,0.7555
2331,1,0.753
2332,1,0.755
2333,1,0.7515
2334,1,0.756
2335,1,0.7565
2336,1,0.7555
2337,1,0.7545
2338,1,0.7555
2339,1,0.7545
2340,1,0.754
2341,1,0.756
2342,1,0.755
2343,1,0.757
2344,1,0.758
2345,1,0.7565
2346,1,0.7565
2347,1,0.7555
2348,1,0.755
2349,1,0.7545
2350,1,0.7545
2351,1,0.7555
2352,1,0.755
2353,1,0.7555
2354,1,0.754
2355,1,0.7545
2356,1,0.7545
2357,1,0.751
2358,1,0.7505
2359,1,0.7495
2360,1,0.7515
2361,1,0.751
2362,1,0.7515
2363,1,0.751
2364,1,0.7525
2365,1,0.7525
2366,1,0.754
2367,1,0.753
2368,1,0.754
2369,1,0.7535
2370,1,0.753
2371,1,0.754
2372,1,0.7525
2373,1,0.753
2374,1,0.7545
2375,1,0.754
2376,1,0.753
2377,1,0.7515
2378,1,0.751
2379,1,0.751
2380,1,0.7555
2381,1,0.7545
2382,1,0.753
2383,1,0.752
2384,1,0.7495
2385,1,0.7505
2386,1,0.751
2387,1,0.7515
2388,1,0.7515
2389,1,0.753
2390,1,0.751
2391,1,0.75
2392,1,0.751
2393,1,0.7495
2394,1,0.751
2395,1,0.7525
2396,1,0.753
2397,1,0.752
2398,1,0.7515
2399,1,0.752
2400,1,0.752
2401,1,0.752
2402,1,0.7525
2403,1,0.754
2404,1,0.7555
2405,1,0.757
2406,1,0.7565
2407,1,0.7535
2408,1,0.756
2409,1,0.754
2410,1,0.7555
2411,1,0.7535
2412,1,0.7535
2413,1,0.754
2414,1,0.7535
2415,1,0.7545
2416,1,0.756
2417,1,0.7575
2418,1,0.755
2419,1,0.7565
2420,1,0.757
2421,1,0.7565
2422,1,0.758
2423,1,0.7595
2424,1,0.7605
2425,1,0.7575
2426,1,0.7585
2427,1,0.759
2428,1,0.7575
2429,1,0.76
2430,1,0.758
2431,1,0.7595
2432,1,0.759
2433,1,0.759
2434,1,0.761
2435,1,0.7615
2436,1,0.7635
2437,1,0.7605
2438,1,0.7615
2439,1,0.762
2440,1,0.76
2441,1,0.7605
2442,1,0.761
2443,1,0.7605
2444,1,0.759
2445,1,0.7595
2446,1,0.761
2447,1,0.7615
2448,1,0.7615
2449,1,0.763
2450,1,0.762
2451,1,0.763
2452,1,0.764
2453,1,0.7635
2454,1,0.7615
2455,1,0.7595
2456,1,0.761
2457,1,0.761
2458,1,0.76
2459,1,0.76
2460,1,0.759
2461,1,0.759
2462,1,0.7585
2463,1,0.7575
2464,1,0.7565
2465,1,0.759
2466,1,0.7605
2467,1,0.7615
2468,1,0.7625
2469,1,0.7645
2470,1,0.7615
2471,1,0.7655
2472,1,0.761
2473,1,0.7615
2474,1,0.761
2475,1,0.761
2476,1,0.762
2477,1,0.762
2478,1,0.7635
2479,1,0.7605
2480,1,0.761
2481,1,0.761
2482,1,0.7625
2483,1,0.762
2484,1,0.762
2485,1,0.7645
2486,1,0.76
2487,1,0.7595
2488,1,0.76
2489,1,0.762
2490,1,0.761
2491,1,0.7595
2492,1,0.7605
2493,1,0.7585
2494,1,0.7565
2495,1,0.7565
2496,1,0.758
2497,1,0.7585
2498,1,0.7575
2499,1,0.7585
2500,1,0.7575
2501,1,0.759
2502,1,0.761
2503,1,0.761
2504,1,0.76
2505,1,0.76
2506,1,0.7605
2507,1,0.761
2508,1,0.759
2509,1,0.7595
2510,1,0.7585
2511,1,0.758
2512,1,0.7565
2513,1,0.7575
2514,1,0.759
2515,1,0.76
2516,1,0.761
2517,1,0.761
2518,1,0.7615
2519,1,0.762
2520,1,0.7635
2521,1,0.7635
2522,1,0.7655
2523,1,0.765
2524,1,0.7625
2525,1,0.7595
2526,1,0.764
2527,1,0.7615
2528,1,0.7615
2529,1,0.765
2530,1,0.763
2531,1,0.7625
2532,1,0.7605
2533,1,0.7615
2534,1,0.7585
2535,1,0.7615
2536,1,0.759
2537,1,0.7615
2538,1,0.76
2539,1,0.7625
2540,1,0.761
2541,1,0.7615
2542,1,0.761
2543,1,0.7605
2544,1,0.761
2545,1,0.761
2546,1,0.7615
2547,1,0.763
2548,1,0.7625
2549,1,0.762
2550,1,0.76
2551,1,0.758
2552,1,0.76
2553,1,0.7605
2554,1,0.7605
2555,1,0.761
2556,1,0.7625
2557,1,0.764
2558,1,0.7615
2559,1,0.76
2560,1,0.7575
2561,1,0.7595
2562,1,0.76
2563,1,0.761
2564,1,0.76
2565,1,0.759
2566,1,0.7625
2567,1,0.7595
2568,1,0.764
2569,1,0.762
2570,1,0.7595
2571,1,0.7605
2572,1,0.758
2573,1,0.757
2574,1,0.7595
2575,1,0.7605
2576,1,0.7605
2577,1,0.7585
2578,1,0.7595
2579,1,0.76
2580,1,0.764
2581,1,0.7635
2582,1,0.7625
2583,1,0.763
2584,1,0.763
2585,1,0.7615
2586,1,0.762
2587,1,0.761
2588,1,0.76
2589,1,0.7605
2590,1,0.76
2591,1,0.7595
2592,1,0.7585
2593,1,0.757
2594,1,0.7555
2595,1,0.755
2596,1,0.755
2597,1,0.755
2598,1,0.7555
2599,1,0.756
2600,1,0.757
2601,1,0.76
2602,1,0.759
2603,1,0.7585
2604,1,0.7575
2605,1,0.7585
2606,1,0.7585
2607,1,0.761
2608,1,0.761
2609,1,0.7605
2610,1,0.762
2611,1,0.7595
2612,1,0.7595
2613,1,0.756
2614,1,0.7605
2615,1,0.7575
2616,1,0.7585
2617,1,0.759
2618,1,0.759
2619,1,0.759
2620,1,0.7575
2621,1,0.758
2622,1,0.759
2623,1,0.7575
2624,1,0.7575
2625,1,0.76
2626,1,0.762
2627,1,0.7585
2628,1,0.7595
2629,1,0.76
2630,1,0.7615
2631,1,0.764
2632,1,0.7635
2633,1,0.763
2634,1,0.7625
2635,1,0.7585
2636,1,0.7595
2637,1,0.7595
2638,1,0.7585
2639,1,0.7585
2640,1,0.7575
2641,1,0.7575
2642,1,0.758
2643,1,0.7595
2644,1,0.759
2645,1,0.7575
2646,1,0.759
2647,1,0.7605
2648,1,0.7605
2649,1,0.76
2650,1,0.7615
2651,1,0.759
2652,1,0.7615
2653,1,0.76
2654,1,0.7595
2655,1,0.7595
2656,1,0.763
2657,1,0.7605
2658,1,0.7615
2659,1,0.7605
2660,1,0.761
2661,1,0.7605
2662,1,0.7605
2663,1,0.758
2664,1,0.7585
2665,1,0.758
2666,1,0.7605
2667,1,0.7605
2668,1,0.758
2669,1,0.7595
2670,1,0.7595
2671,1,0.7605
2672,1,0.761
2673,1,0.7605
2674,1,0.7615
2675,1,0.7605
2676,1,0.7585
2677,1,0.7605
2678,1,0.759
2679,1,0.759
2680,1,0.7635
2681,1,0.764
2682,1,0.7625
2683,1,0.761
2684,1,0.7625
2685,1,0.7625
2686,1,0.76
2687,1,0.7595
2688,1,0.759
2689,1,0.759
2690,1,0.76
2691,1,0.7575
2692,1,0.76
2693,1,0.7635
2694,1,0.756
2695,1,0.7585
2696,1,0.756
2697,1,0.755
2698,1,0.7555
2699,1,0.755
2700,1,0.7525
2701,1,0.755
2702,1,0.7525
2703,1,0.7515
2704,1,0.7535
2705,1,0.7555
2706,1,0.7555
2707,1,0.757
2708,1,0.7575
2709,1,0.7565
2710,1,0.756
2711,1,0.7565
2712,1,0.757
2713,1,0.7585
2714,1,0.76
2715,1,0.76
2716,1,0.758
2717,1,0.756
2718,1,0.757
2719,1,0.7565
2720,1,0.759
2721,1,0.7605
2722,1,0.761
2723,1,0.76
2724,1,0.759
2725,1,0.7635
2726,1,0.7615
2727,1,0.7615
2728,1,0.7605
2729,1,0.761
2730,1,0.7605
2731,1,0.759
2732,1,0.76
2733,1,0.7575
2734,1,0.756
2735,1,0.757
2736,1,0.7575
2737,1,0.7575
2738,1,0.7595
2739,1,0.7595
2740,1,0.757
2741,1,0.757
2742,1,0.758
2743,1,0.7575
2744,1,0.7585
2745,1,0.757
2746,1,0.7595
2747,1,0.7605
2748,1,0.7585
2749,1,0.7585
2750,1,0.7585
2751,1,0.7595
2752,1,0.758
2753,1,0.758
2754,1,0.7575
2755,1,0.7585
2756,1,0.76
2757,1,0.758
2758,1,0.7595
2759,1,0.7595
2760,1,0.7585
2761,1,0.76
2762,1,0.76
2763,1,0.7615
2764,1,0.762
2765,1,0.7635
2766,1,0.762
2767,1,0.7595
2768,1,0.763
2769,1,0.762
2770,1,0.7605
2771,1,0.7605
2772,1,0.763
2773,1,0.7635
2774,1,0.7645
2775,1,0.7625
2776,1,0.763
2777,1,0.763
2778,1,0.7625
2779,1,0.7635
2780,1,0.763
2781,1,0.761
2782,1,0.7625
2783,1,0.761
2784,1,0.763
2785,1,0.7625
2786,1,0.763
2787,1,0.762
2788,1,0.7615
2789,1,0.762
2790,1,0.7635
2791,1,0.763
2792,1,0.763
2793,1,0.763
2794,1,0.7645
2795,1,0.7635
2796,1,0.7595
2797,1,0.7615
2798,1,0.761
2799,1,0.762
2800,1,0.763
2801,1,0.7625
2802,1,0.7655
2803,1,0.764
2804,1,0.761
2805,1,0.762
2806,1,0.7625
2807,1,0.761
2808,1,0.7625
2809,1,0.7595
2810,1,0.762
2811,1,0.7615
2812,1,0.76
2813,1,0.7595
2814,1,0.757
2815,1,0.758
2816,1,0.7595
2817,1,0.7595
2818,1,0.7585
2819,1,0.7565
2820,1,0.757
2821,1,0.7565
2822,1,0.7565
2823,1,0.7565
2824,1,0.7585
2825,1,0.7595
2826,1,0.758
2827,1,0.7565
2828,1,0.7555
2829,1,0.7555
2830,1,0.755
2831,1,0.7555
2832,1,0.7565
2833,1,0.7575
2834,1,0.756
2835,1,0.7545
2836,1,0.754
2837,1,0.754
2838,1,0.7545
2839,1,0.7545
2840,1,0.754
2841,1,0.7545
2842,1,0.7545
2843,1,0.7565
2844,1,0.7585
2845,1,0.759
2846,1,0.758
2847,1,0.7585
2848,1,0.7565
2849,1,0.7575
2850,1,0.7575
2851,1,0.758
2852,1,0.759
2853,1,0.76
2854,1,0.7585
2855,1,0.7585
2856,1,0.7595
2857,1,0.7565
2858,1,0.756
2859,1,0.758
2860,1,0.7595
2861,1,0.762
2862,1,0.7605
2863,1,0.7605
2864,1,0.759
2865,1,0.7575
2866,1,0.756
2867,1,0.7565
2868,1,0.7575
2869,1,0.759
2870,1,0.7605
2871,1,0.761
2872,1,0.759
2873,1,0.759
2874,1,0.76
2875,1,0.759
2876,1,0.76
2877,1,0.7615
2878,1,0.7605
2879,1,0.7595
2880,1,0.759
2881,1,0.7605
2882,1,0.7595
2883,1,0.7575
2884,1,0.758
2885,1,0.758
2886,1,0.758
2887,1,0.758
2888,1,0.7575
2889,1,0.758
2890,1,0.76
2891,1,0.76
2892,1,0.759
2893,1,0.759
2894,1,0.7595
2895,1,0.759
2896,1,0.757
2897,1,0.7575
2898,1,0.7575
2899,1,0.7595
2900,1,0.757
2901,1,0.7555
2902,1,0.756
2903,1,0.755
2904,1,0.757
2905,1,0.7555
2906,1,0.7565
2907,1,0.7565
2908,1,0.7565
2909,1,0.757
2910,1,0.759
2911,1,0.7585
2912,1,0.7595
2913,1,0.7585
2914,1,0.7605
2915,1,0.7615
2916,1,0.761
2917,1,0.761
2918,1,0.7595
2919,1,0.757
2920,1,0.7555
2921,1,0.757
2922,1,0.758
2923,1,0.7585
2924,1,0.7585
2925,1,0.758
2926,1,0.759
2927,1,0.758
2928,1,0.76
2929,1,0.7585
2930,1,0.7585
2931,1,0.758
2932,1,0.7595
2933,1,0.757
2934,1,0.757
2935,1,0.756
2936,1,0.756
2937,1,0.757
2938,1,0.7555
2939,1,0.7545
2940,1,0.7545
2941,1,0.753
2942,1,0.7525
2943,1,0.7525
2944,1,0.7525
2945,1,0.7535
2946,1,0.7525
2947,1,0.753
2948,1,0.7535
2949,1,0.752
2950,1,0.7535
2951,1,0.754
2952,1,0.756
2953,1,0.757
2954,1,0.7585
2955,1,0.756
2956,1,0.7575
2957,1,0.7565
2958,1,0.757
2959,1,0.7555
2960,1,0.755
2961,1,0.7545
2962,1,0.7545
2963,1,0.755
2964,1,0.7545
2965,1,0.7555
2966,1,0.754
2967,1,0.7555
2968,1,0.759
2969,1,0.759
2970,1,0.7585
2971,1,0.759
2972,1,0.757
2973,1,0.7575
2974,1,0.7555
2975,1,0.7555
2976,1,0.7565
2977,1,0.756
2978,1,0.756
2979,1,0.756
2980,1,0.7565
2981,1,0.757
2982,1,0.7585
2983,1,0.7585
2984,1,0.7595
2985,1,0.7595
2986,1,0.759
2987,1,0.758
2988,1,0.757
2989,1,0.7575
2990,1,0.759
2991,1,0.759
2992,1,0.7615
2993,1,0.7605
2994,1,0.7605
2995,1,0.761
2996,1,0.762
2997,1,0.7625
2998,1,0.763
2999,1,0.76
3000,1,0.76
1,2,0.8246855518528048
2,2,0.7994507934888267
3,2,0.8468545994111127
4,2,0.8321180553784032
5,2,0.8676596859387431
6,2,0.8616345596728958
7,2,0.884230753750608
8,2,0.8858772003600152
9,2,0.897119841047134
10,2,0.9015843071412017
11,2,0.9065089283436599
12,2,0.9120947147812877
13,2,0.9129335495461184
14,2,0.9134586758119654
15,2,0.9183980156401856
16,2,0.9211302486872195
17,2,0.9230089283436592
18,2,0.9218477631084909
19,2,0.9246909088589989
20,2,0.9240444622495925
21,2,0.9262411613906933
22,2,0.9261805012189136
23,2,0.9253373554684063
24,2,0.9251909088589992
25,2,0.9253980156401854
26,2,0.9238728893743376
27,2,0.9224084232802705
28,2,0.9216761902332369
29,2,0.9217368504050168
30,2,0.9229084232802707
31,2,0.9204188309203559
